RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,Setting,Treatment,Season,Design,TreatmentDuration,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,Direction,d,l_95,u_95,v,Calculation,Beta (estimate),l95CI,U95CI,SE,t,T,Z,F,X2,H,U,p,Details
408,JDAT,Van Den Hout,2006,Ruddy turnstone,Arenaria interpres,N,"Peregrine Falcon, Sparrowhawk","Falco peregrinus, Accipiter nisus",Bird,Lab,AVG,non-breeding,within,7 days,after,NonPred,both,A,5,10,5,5,34,110,Physiology,Condition,FlightPerformance,PectoralMuscleThickness,1,0.7794,-0.5064,2.0652,0.430373,"Fig2, raw data",,,,,,,,,,,,,N= 5 per trial except first trial N=3. Total 6 trials of 5 birds
408,JDAT,Van Den Hout,2006,Ruddy turnstone,Arenaria interpres,N,"Peregrine Falcon, Sparrowhawk","Falco peregrinus, Accipiter nisus",Bird,Lab,AVG,non-breeding,within,3.5 days,after,NonPred,both,A,5,20,5,5,34,110,Physiology,Condition,FlightPerformance,PectoralMuscleThickness,1,0.496,-0.3939,1.3859,0.2061,"Fig2, raw data",,,,,,,,,,,,,N= 5 per trial except first trial N=3. Total 6 trials of 5 birds
286,JDAT,Tilgar,2011,Pied flycatcher,Ficedula hypoleuca,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,1 hour,after,Blank,both,A,62,31,62,62,35,111,Physiology,Condition,Hormones,CorticosteronLevel,1,1.0082,0.3323,1.6841,0.1189,Results section (MEans and variance),,,,,,,,,,,,,
286,JDAT,Tilgar,2011,Pied flycatcher,Ficedula hypoleuca,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,1 hour,after,Blank,both,A,62,31,62,62,35,112,Behaviour,ParentalCare,Provisioning,ProvisioningRate,1,-0.7368,-1.2512,-0.2223,0.068894,"Fig1, raw data",,,,,,,,,,,,,
286,JDAT,Tilgar,2011,Pied flycatcher,Ficedula hypoleuca,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,1 hour,after,Blank,both,A,62,31,62,62,35,112,Behaviour,ParentalCare,Provisioning,ProvisioningRateSmallSibling,1,-0.8024,-1.3199,-0.2849,0.069709,"Fig2, raw data",,,,,,,,,,,,,
286,JDAT,Tilgar,2011,Pied flycatcher,Ficedula hypoleuca,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,1 hour,after,Blank,both,A,62,31,62,62,35,112,Behaviour,ParentalCare,Provisioning,ProvisioningRateBigSibling,1,-0.3063,-0.807,0.1945,0.065272,"Fig2, raw data",,,,,,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,Blank,both,A,10,10,10,9,36,113,Behaviour,AntiPredator,Vigilance,NPeeksEntrance,1,1.2956,0.3053,2.2859,0.2553,Table2,1.8,1.02,2.55,0.390306122,1.701304945,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,Blank,both,A,9,9,9,9,36,113,Behaviour,AntiPredator,Vigilance,NPeeksEntrance,1,1.3934,0.3634,2.4234,0.2762,Table2,1.9,1.11,2.69,0.403061224,1.71004395,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,Blank,both,A,10,10,10,9,36,113,Behaviour,AntiPredator,Vigilance,NSittingAtEntrance,1,0.8795,-0.0635,1.8225,0.2315,Table2,0.95,0.36,1.45,0.278061224,1.212040778,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,Blank,both,A,9,9,9,9,36,113,Behaviour,AntiPredator,Vigilance,NSittingAtEntrance,1,0.5936,-0.3505,1.5377,0.232,Table2,0.82,0.18,1.55,0.349489796,1.482759628,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,Blank,both,A,10,10,10,9,36,113,Behaviour,AntiPredator,Vigilance,PeeksFrequency,1,0.3528,-0.5547,1.2603,0.2144,Table2,0.47,-0.13,1.12,0.318877551,1.38995502,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,Blank,both,A,9,9,9,9,36,113,Behaviour,AntiPredator,Vigilance,PeeksFrequency,1,0.7321,-0.2223,1.6864,0.2371,Table2,0.94,0.3,1.6,0.331632653,1.406998187,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,Blank,both,A,10,10,10,9,36,113,Behaviour,AntiPredator,Vigilance,AwakeningTo1stPeek,-1,0.2227,-0.6807,1.126,0.2124,Table2,0.4,-0.41,1.26,0.426020408,1.856979907,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,Blank,both,A,9,9,9,9,36,113,Behaviour,AntiPredator,Vigilance,AwakeningTo1stPeek,-1,0.3267,-0.6033,1.2568,0.2252,Table2,0.58,-0.27,1.44,0.43622449,1.850743769,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,Blank,both,A,10,10,10,9,36,114,Behaviour,CostlyBehaviours,Activity,Time from waking up to exiting box,-1,1.6477,0.6058,2.6895,0.2826,Table2,2.41,1.54,3.29,0.446428571,1.945937028,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,Blank,both,A,9,9,9,9,36,114,Behaviour,CostlyBehaviours,Activity,Time from waking up to exiting box,-1,2.3431,1.1433,3.5428,0.3747,Table2,2.96,2.05,3.9,0.471938776,2.002266651,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,NonPred,both,A,10,10,10,9,36,114,Behaviour,CostlyBehaviours,Activity,MorningLatency,-1,0.0824,-0.8185,0.9833,0.2113,Table3,0.09,-0.42,0.59,0.257653061,1.123083656,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,NonPred,both,A,9,9,9,9,36,114,Behaviour,CostlyBehaviours,Activity,MorningLatency,-1,-0.1943,-1.1204,0.7318,0.2233,Table3,-0.24,-0.79,0.39,0.301020408,1.277121431,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,NonPred,both,A,10,10,10,9,36,115,Behaviour,SelfCare,Sleep,RelativeSleepDuration,1,-0.6536,-1.5778,0.2706,0.2224,"Fig1Description, raw data",,,,,,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,NonPred,both,A,9,9,9,9,36,115,Behaviour,SelfCare,Sleep,RelativeSleepDuration,1,-0.2484,-1.1759,0.6791,0.2239,"Fig1Description, raw data",,,,,,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,NonPred,both,A,10,10,10,9,36,115,Behaviour,SelfCare,Sleep,FrecAwakening,-1,0.4434,-0.4681,1.3549,0.2163,"Fig2Description, raw data",,,,,,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,NonPred,both,A,9,9,9,9,36,115,Behaviour,SelfCare,Sleep,FrecAwakening,-1,1.1314,0.1363,2.1265,0.2578,"Fig2Description, raw data",,,,,,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,NonPred,both,A,10,10,10,9,36,115,Behaviour,SelfCare,Sleep,TimeSpendAwake,-1,0.0452,-0.8554,0.9459,0.2112,Table3,0.54,-4.98,6.05,2.81377551,12.2649631,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,NonPred,both,A,9,9,9,9,36,115,Behaviour,SelfCare,Sleep,TimeSpendAwake,-1,-0.213,-1.1396,0.7135,0.2235,Table3,-2.5,-8.15,3.07,2.862244898,12.14347666,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,European pine Marten,Martes martes,Mammal,Field,V,non-breeding,within,45min,after,NonPred,both,A,10,10,10,9,36,115,Behaviour,SelfCare,Sleep,EveningLatency,-1,-0.0489,-0.9496,0.8517,0.2112,Table3,-0.09,-0.95,0.75,0.433673469,1.890338828,,,,,,,,
12,JDAT,Stuber,2014,Great tit,Parus major,N,Tawny Owl,Strix aluco,Bird,Field,V,non-breeding,within,45 min,after,NonPred,both,A,9,9,9,9,36,115,Behaviour,SelfCare,Sleep,EveningLatency,-1,0.2465,-0.681,1.1739,0.2239,Table3,0.44,-0.42,1.29,0.43622449,1.850743769,,,,,,,,
53,JDAT,Ruuskanen,2017,Pied flycatcher,Ficedula hypoleuca,N,Stoat,Mustela erminea,Mammal,Field,OV,breeding,among,11 days,during,disturbance,F,A,32,32,16,16,37,115,LifeHistory,Phenology,LayDate,LayingDate,1,-0.14,,,,"Table3, note estimates reversed compared to table because in table calculated as control - predator (rather than predator - control)",,,,,,,,,,,,,Inverse to the information presented in the publication
53,JDAT,Ruuskanen,2017,Pied flycatcher,Ficedula hypoleuca,N,Stoat,Mustela erminea,Mammal,Field,OV,breeding,among,11 days,during,disturbance,F,A,32,32,16,16,37,116,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-0.64,,,,"Table3, note estimates reversed compared to table because in table calculated as control - predator (rather than predator - control)",,,,,,,,,,,,,Inverse to the information presented in the publication
53,JDAT,Ruuskanen,2017,Pied flycatcher,Ficedula hypoleuca,N,Stoat,Mustela erminea,Mammal,Field,OV,breeding,among,11 days,during,disturbance,both,E,32,32,16,16,37,116,LifeHistory,reproduction,EggSize,EggMass,1,-0.2,,,,"Table3, note estimates reversed compared to table because in table calculated as control - predator (rather than predator - control)",,,,,,,,,,,,,Inverse to the information presented in the publication
53,JDAT,Ruuskanen,2017,Pied flycatcher,Ficedula hypoleuca,N,Stoat,Mustela erminea,Mammal,Field,OV,breeding,among,11 days,during,disturbance,F,A,32,32,16,16,37,117,Physiology,Condition,Mass,FemaleBodyMass,1,0.17,,,,"Table3, note estimates reversed compared to table because in table calculated as control - predator (rather than predator - control)",,,,,,,,,,,,,Inverse to the information presented in the publication
53,JDAT,Ruuskanen,2017,Pied flycatcher,Ficedula hypoleuca,N,Stoat,Mustela erminea,Mammal,Field,OV,breeding,among,11 days,during,disturbance,F,A,32,32,16,16,37,118,Physiology,Condition,Hormones,AntioxPC1,1,-0.4,,,,"Table3, note estimates reversed compared to table because in table calculated as control - predator (rather than predator - control)",,,,,,,,,,,,,Inverse to the information presented in the publication
53,JDAT,Ruuskanen,2017,Pied flycatcher,Ficedula hypoleuca,N,Stoat,Mustela erminea,Mammal,Field,OV,breeding,among,11 days,during,disturbance,F,A,32,32,16,16,37,118,Physiology,Condition,Hormones,AntioxPC2,1,0.29,,,,"Table3, note estimates reversed compared to table because in table calculated as control - predator (rather than predator - control)",,,,,,,,,,,,,Inverse to the information presented in the publication
207,JDAT,Ridley,2010,Southern pied babbler,Turdoides bicolor,Y,,,Bird,Field,A,non-breeding,within,10 min,after,NonPred,both,A,10,20,10,10,38,119,Behaviour,AntiPredator,Vigilance,PropTimeSentinelPresent,1,1.3387,0.1743,2.5031,0.353,Fig2a & Results section,,,,,,,,,,,,,
207,JDAT,Ridley,2010,Southern pied babbler,Turdoides bicolor,N,African puff adders,Bitis arietans,Reptile,Field,V,non-breeding,within,10 min,after,disturbance,both,A,10,20,10,10,38,119,Behaviour,AntiPredator,Vigilance,PropTimeSentinelPresent,1,0.8648,0.1918,1.5377,0.1179,Fig2b & Results section,,,,,,,,,,,,,
904,JDAT,Randler,2011,Common chaffinch,Fringilla coelebs,N,Tawny Owl,Strix aluco,Bird,Field,A,non-breeding,among,5 min,during,NonPred,both,A,48,48,8,8,39,120,Behaviour,AntiPredator,Mobbing,MinDistance,-1,-1.3327,-1.9581,-0.7072,0.1018,Fig2 calculation in EXCEL,,,,,,,,,,,,,
904,JDAT,Randler,2011,Common chaffinch,Fringilla coelebs,N,Tawny Owl,Strix aluco,Bird,Field,A,non-breeding,among,5 min,during,NonPred,both,A,48,48,8,8,39,121,Behaviour,AntiPredator,Mobbing,NIndividualsAttracted,1,0.4088,-0.1629,0.9804,0.0851,Fig2 calculation in EXCEL,,,,,,,,,,,,,
33,JDAT,Peluc,2008,Orange-crowned warbler,Vermivora celata,N,Western Scrub Jay,Aphelocoma californica,Bird,Field,AV,breeding,among,10 days,after,Blank,F,A,24,48,12,12,40,122,Behaviour,AntiPredator,Avoidance,NestBuildingHeight (lower = safer),-1,-1.2132,-2.0839,-0.3426,0.1973,Fig1 calculation in EXCEL,,,,,,,,,,,,,
33,JDAT,Peluc,2008,Orange-crowned warbler,Vermivora celata,N,Western Scrub Jay,Aphelocoma californica,Bird,Field,AV,breeding,among,10 days,after,NonPred,F,A,24,48,12,12,40,122,Behaviour,AntiPredator,Avoidance,NestBuildingHeight (lower = safer),-1,-1.2216,-2.0932,-0.35,0.1978,Fig1 calculation in EXCEL,,,,,,,,,,,,,
33,JDAT,Peluc,2008,Orange-crowned warbler,Vermivora celata,N,Western Scrub Jay,Aphelocoma californica,Bird,Field,AV,breeding,within,45 min,during,NonPred,both,A,16,16,8,8,40,123,Behaviour,ParentalCare,Provisioning,PropChangeProvisioningRate,1,-2.6701,-3.623,-1.7172,0.2364,Fig3,,,,,,,,,,,,,Considering information as SE. Error bars not specified
147,JDAT,Parejo,2011,Little owl,Athene noctua,N,Spanish Montpellier snake,Malpolon monspessulanus,Reptile,Field,V,breeding,within,15 days,after,disturbance,both,A,30,66,10,20,41,124,Behaviour,AntiPredator,Avoidance,Preference for risky sites,-1,-0.6966,-1.2586,-0.1347,0.082193,"Fig1A, raw data",,,,,,,,,,,,,
147,JDAT,Parejo,2011,Little owl,Athene noctua,N,Spanish Montpellier snake,Malpolon monspessulanus,Reptile,Field,V,breeding,within,15 days,after,disturbance,both,A,36,66,10,26,41,124,Behaviour,AntiPredator,Avoidance,Preference for risky sites,-1,-1.1831,-1.799,-0.5672,0.098752,"Fig1B, raw data",,,,,,,,,,,,,
147,JDAT,Parejo,2011,Little owl,Athene noctua,N,Spanish Montpellier snake,Malpolon monspessulanus,Reptile,Field,V,breeding,within,15 days,after,disturbance,both,A,15,15,4,11,41,124,Behaviour,AntiPredator,Avoidance,FrecFinalOccupation (preference for risky),-1,-0.7917,-1.4878,-0.0956,0.126129,"Fig2, raw data",,,,,,,,,,,,,
147,JDAT,Parejo,2011,European Roller,Coracias garrulus,N,Spanish Montpellier snake,Malpolon monspessulanus,Reptile,Field,V,breeding,within,15 days,after,disturbance,both,A,13,13,3,10,42,124,Behaviour,AntiPredator,Avoidance,FrecFinalOccupation (preference for risky),-1,-0.8096,-1.5811,-0.038,0.154968,"Fig2, raw data",,,,,,,,,,,,,
147,JDAT,Parejo,2011,Scops owl,Otus scops,N,Spanish Montpellier snake,Malpolon monspessulanus,Reptile,Field,V,breeding,within,15 days,after,disturbance,both,A,8,8,3,5,43,124,Behaviour,AntiPredator,Avoidance,FrecFinalOccupation (preference for risky),-1,-0.3211,-1.1592,0.5169,0.182814,"Fig2, raw data",,,,,,,,,,,,,
221,JDAT,Parejo,2012,Little owl,Athene noctua,NS,,,NS,Field,A,breeding,among,15 days,after,Blank,both,A,20,20,10,10,44,125,Behaviour,AntiPredator,Avoidance,ProbOccupancy,-1,1.2405,0.2834,2.1976,0.238471,"Fig2a, raw data",,,,,,,,,,,,,Source of Predation Cues not specified
221,JDAT,Parejo,2012,Little owl,Athene noctua,NS,,,NS,Field,A,breeding,among,15 days,after,NonPred,both,A,20,20,10,10,44,125,Behaviour,AntiPredator,Avoidance,ProbOccupancy,-1,0.2012,-0.6776,1.0799,0.201012,"Fig2a, raw data",,,,,,,,,,,,,Source of Predation Cues not specified
221,JDAT,Parejo,2012,Little owl,Athene noctua,NS,,,NS,Field,A,breeding,among,15 days,after,Blank,both,A,8,8,7,1,44,126,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-0.5876,-2.7026,1.5274,1.164435,"Fig2b, raw data",,,,,,,,,,,,,"Only one value for Control, Source of Predation Cues not specified"
221,JDAT,Parejo,2012,Little owl,Athene noctua,NS,,,NS,Field,A,breeding,among,15 days,after,NonPred,both,A,14,14,7,6,44,126,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-1.7673,-3.052,-0.4826,0.429656,"Fig2b, raw data",,,,,,,,,,,,,Source of Predation Cues not specified
221,JDAT,Parejo,2012,Scops owl,Otus scops,NS,,,NS,Field,A,breeding,among,15 days,after,Blank,both,A,8,8,4,4,44,127,LifeHistory,Phenology,LayDate,EarliestLayingDate,1,2.3248,0.5308,4.1187,0.837782,"Fig3, raw data",,,,,,,,,,,,,Source of Predation Cues not specified
221,JDAT,Parejo,2012,Scops owl,Otus scops,NS,,,NS,Field,A,breeding,among,15 days,after,NonPred,both,A,8,8,4,4,44,127,LifeHistory,Phenology,LayDate,EarliestLayingDate,1,1.925,0.2486,3.6015,0.73161,"Fig3, raw data",,,,,,,,,,,,,Source of Predation Cues not specified
106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,Field,A,breeding,among,10 sec,after,NonPred,both,A,36,36,6,6,45,128,Behaviour,AntiPredator,Vigilance,PercentTimeSpendAlert,1,1.4438,0.7103,2.1773,0.1401,Fig2a main gain and used as a single data point,,,,,,,,,,,,,
106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,Field,A,breeding,among,10 sec,after,NonPred,both,A,36,36,6,6,45,128,Behaviour,AntiPredator,Vigilance,ScanningFrequency,1,0.5352,-0.2077,1.2781,0.1437,Fig2b main gain and used as a single data point,,,,,,,,,,,,,
106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,Field,A,breeding,among,10 sec,after,NonPred,both,A,36,36,6,6,45,129,Behaviour,AntiPredator,Avoidance,LatencyToFlee,-1,-0.6871,-1.3594,-0.0148,0.1177,"Fig3, raw data",,,,,,,,,,,,,
95,JDAT,Morosinotto,2016,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,among,14 days,after,NonPred,F,E,35,35,14,21,46,130,Physiology,Condition,Hormones,A4Concentration,1,-0.1154,-0.7922,0.5614,0.119238,"Fig2a, raw data",,,,,,,,,,,,,
95,JDAT,Morosinotto,2016,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,among,14 days,after,NonPred,F,E,35,35,14,21,46,130,Physiology,Condition,Hormones,TestosteroneConcentration,1,0.2874,-0.3922,0.967,0.120228,"Fig2b, raw data",,,,,,,,,,,,,
95,JDAT,Morosinotto,2016,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,among,14 days,after,NonPred,F,E,35,35,14,21,46,130,Physiology,Condition,Hormones,ProgesteroneConcentration,1,-0.1293,-0.8062,0.5476,0.119287,Results section,,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,F,A,50,50,50,50,47,131,Behaviour,AntiPredator,Avoidance,Preference for risky nestbox,-1,-1.1426,-1.7036,-0.5816,0.081925,Fig1,,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,disturbance,F,A,50,50,50,50,47,131,Behaviour,AntiPredator,Avoidance,Preference for risky nestbox,-1,-0.7813,-1.3492,-0.2134,0.083955,Fig1,,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,both,E,46,48,24,24,47,132,LifeHistory,Phenology,DevelopmentTiming,Duration of Nestling phase,1,0.4757,-0.1104,1.0617,0.0894,"Results Section, means and s.d.",,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,F,A,46,46,23,23,47,133,LifeHistory,reproduction,Nestlings,NNestlings,1,0.2531,-0.3272,0.8334,0.0877,"Results Section, means and s.d.",,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,both,N,46,46,23,23,47,133,LifeHistory,reproduction,Nestlings,NestlingBodyMass,1,0.4889,-0.0976,1.0754,0.0896,"Results Section, means and s.d.",,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,F,A,46,46,23,23,47,133,LifeHistory,Phenology,DevelopmentTiming,DurationOfLaying+Incubation,-1,0.7362,0.139,1.3334,0.0928,"Results Section, means and s.d.",,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,F,A,46,46,23,23,47,133,LifeHistory,reproduction,EggSize,Mean Egg mass,1,0.1589,-0.42,0.7377,0.0872,"Results Section, means and s.d.",,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,F,A,46,46,23,23,47,133,LifeHistory,reproduction,ClutchSize,ClutchSize,1,0.8076,0.2066,1.4087,0.094,"Results Section, means and s.d.",,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,M,A,48,48,24,24,47,134,LifeHistory,Phenology,LayDate,nest initiation date,1,-0.9873,-1.5865,-0.388,0.0935,"caption for Figure 2, means and s.d.",,,,,,,,,,,,,
339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,Field,OV,breeding,within,24 days,after,Blank,F,A,46,46,23,23,47,134,LifeHistory,Phenology,LayDate,clutch iinitiation date,1,-0.9987,-1.6116,-0.3858,0.0978,"caption for Figure 2, means and s.d.",,,,,,,,,,,,,
16,JDAT,Moks,2014,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,15 min,after,Blank,both,A,48,48,24,24,48,135,Behaviour,ParentalCare,Provisioning,MeanProvisioningRate,1,0.0451,-0.5208,0.6109,0.083354,"Results, means and s.e.",,,,,,,,,,,,,
16,JDAT,Moks,2014,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,15 min,after,Blank,M,A,48,48,24,24,48,136,Behaviour,ParentalCare,Incubation,time spent brooding/tending to nest,1,0.2478,-0.5554,1.0511,0.167946,"results, exact p value, direction from figure 2",,,,,,,,,,,,,
16,JDAT,Moks,2014,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,15 min,after,Blank,F,A,48,48,24,24,48,137,Behaviour,ParentalCare,Incubation,time spent brooding/tending to nest,1,-1.024,-1.875,0.173,0.188513,"results, exact p value, direction from figure 2",,,,,,,,,,,,,
280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Skua,Stercorarius skua,Bird,Field,A,non-breeding,within,7 days,after,Blank,both,A,7,21,7,7,49,138,Behaviour,CostlyBehaviours,Courtship,NChatter-call - mate attraction,1,0.2904,-0.7627,1.3436,0.288727,Fig6,,,,,,,,,,,,,"N not given, ES calculated with number of nights surveyed as a proxy of N"
280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Skua,Stercorarius skua,Bird,Field,A,non-breeding,within,7 days,during,NonPred,both,A,7,21,7,7,49,138,Behaviour,CostlyBehaviours,Courtship,NChatter-call - mate attraction,1,-0.0654,-1.1134,0.9825,0.285867,Fig6,,,,,,,,,,,,,"N not given, ES calculated with number of nights surveyed as a proxy of N"
280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Black-backed Gull,Larus marinus,Bird,Field,A,non-breeding,within,7 days,after,Blank,both,A,7,21,7,7,49,138,Behaviour,CostlyBehaviours,Courtship,NChatter-call - mate attraction,1,-0.2445,-1.2961,0.807,0.287849,Fig6,,,,,,,,,,,,,"N not given, ES calculated with number of nights surveyed as a proxy of N"
280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Black-backed Gull,Larus marinus,Bird,Field,A,non-breeding,within,7 days,during,NonPred,both,A,7,21,7,7,49,138,Behaviour,CostlyBehaviours,Courtship,NChatter-call - mate attraction,1,-0.0872,-1.1354,0.9609,0.285986,Fig6,,,,,,,,,,,,,"N not given, ES calculated with number of nights surveyed as a proxy of N"
