complete,RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,PredTo,Setting,Treatment,Season,Design,TreatmentDuration,duration_days,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,PredictedDirection,Direction,d,l_95,u_95,v,Calculation,Control_mean,Control_se,Control_sd,Treatment_mean,Treatment_se,Treatment_sd,control_median,control_lowerquartile,control_upperquartile,treament_median,treament_lowerquartile,treatment_upperquartile,Beta_estimate,Beta_se,Beta_sd,l95CI,U95CI,SE,t,T,Z,F,Wald,X2,H,U,p,Details
y,207,JDAT/KJM,Ridley,2010,Southern pied babbler,Turdoides bicolor,Y,,,Bird,A,Field,A,non-breeding,within,10 min,0.013888889,after,Blank,both,A,10,20,10,10,38,119,Behaviour,AntiPredator,Vigilance,PropTimeSentinelPresent,1,1,1.4191,0.4385,2.3998,0.250347,Figure 2a (compare before after treatment),0.291298,0.041526,,0.459237,0.037252,,,,,,,,,,,,,,,,,,,,,,,
y,207,JDAT/KJM,Ridley,2010,Southern pied babbler,Turdoides bicolor,N,African puff adders,Bitis arietans,Reptile,A,Field,V,non-breeding,within,10 min,0.013888889,after,disturbance,both,A,10,20,10,10,38,119,Behaviour,AntiPredator,Vigilance,PropTimeSentinelPresent,1,1,1.157,0.21,2.104,0.233467,Figure 2b (compare before after treatment),0.306223,0.093436,,0.611083,0.081841,,,,,,,,,,,,,,,,,,,,,,,
y,207,JDAT/KJM,Ridley,2010,Southern pied babbler,Turdoides bicolor,N,African puff adders,Bitis arietans,Reptile,A,Field,V,non-breeding,within,10 min,0.013888889,after,blank,both,A,10,20,10,10,38,119,Behaviour,AntiPredator,Vigilance,PropTimeSentinelPresent,1,1,0.7339,-0.1717,1.6394,0.213463,Figure 2b (compare after for control versus predator),0.411253,0.098892,,0.611083,0.081841,,,,,,,,,,,,,,,,,,,,,,,
y,207,JDAT/KJM,Ridley,2010,Southern pied babbler,Turdoides bicolor,N,African puff adders,Bitis arietans,Reptile,A,Field,V,non-breeding,within,10 min,0.013888889,during,disturbance,both,A,10,20,10,10,,,Behaviour,AntiPredator,Mobbing,"proportion mobbing (real values were 0 and 1, so used 0.025 and 0.975)",1,1,4.0397,0.9444,7.1349,2.49406,raw numbers in text,0.025,,,0.975,,,,,,,,,,,,,,,,,,,,,,,,
y,904,JDAT,Randler,2011,Common chaffinch,Fringilla coelebs,N,Tawny Owl,Strix aluco,Bird,A,Field,A,non-breeding,among,5 min,0.006944444,during,NonPred,both,A,24,24,12,12,39,120,Behaviour,AntiPredator,Mobbing,MinDistance,1,-1,-1.9208,-2.888,-0.9536,0.243529,"data extracted from Fig2, mean and se calculated in EXCEL",19.54567,1.522383,,10.98914,1.135977,,,,,,,,,,,,,,,,,,,,,,,
y,904,JDAT,Randler,2011,Common chaffinch,Fringilla coelebs,N,Tawny Owl,Strix aluco,Bird,A,Field,A,non-breeding,among,5 min,0.006944444,during,NonPred,both,A,24,24,12,12,39,121,Behaviour,AntiPredator,Mobbing,NIndividualsAttracted,1,1,1.0576,0.2033,1.9118,0.189968,"data extracted from Fig2, mean and se calculated in EXCEL",0.5101,0.129436,,1.162323,0.22891,,,,,,,,,,,,,,,,,,,,,,,
y,33,JDAT,Peluc,2008,Orange-crowned warbler,Vermivora celata,N,Western Scrub Jay,Aphelocoma californica,Bird,N,Field,AV,breeding,among,10 days,10,after,Blank,F,A,24,24,12,12,40,122,Behaviour,AntiPredator,Avoidance,NestBuildingHeight (lower = safer),1,-1,-1.2672,-2.144,-0.3904,0.20012,Fig1 calculation in EXCEL,0.739927,0.24898,,0,0,,,,,,,,,,,,,,,,,,,,,,,
y,33,JDAT,Peluc,2008,Orange-crowned warbler,Vermivora celata,N,Western Scrub Jay,Aphelocoma californica,Bird,N,Field,AV,breeding,among,10 days,10,after,NonPred,F,A,24,24,12,12,40,122,Behaviour,AntiPredator,Avoidance,NestBuildingHeight (lower = safer),1,-1,-1.2759,-2.1537,-0.3981,0.200584,Fig1 calculation in EXCEL,1.089177,0.363986,,0,0,,,,,,,,,,,,,,,,,,,,,,,
y,33,JDAT/KJM,Peluc,2008,Orange-crowned warbler,Vermivora celata,N,Western Scrub Jay,Aphelocoma californica,Bird,N,Field,AV,breeding,within,45 min,0.0625,during,NonPred,both,A,16,16,8,8,40,123,Behaviour,ParentalCare,Provisioning,PropChangeProvisioningRate (ground nests),-1,1,-1.8633,-3.0368,-0.6898,0.358495,"fig 3, means and se",0.0241,0.1232,,-0.5563,0.112,,,,,,,,,,,,,,,,,,,,,,,
y,33,JDAT/KJM,Peluc,2008,Orange-crowned warbler,Vermivora celata,N,Western Scrub Jay,Aphelocoma californica,Bird,N,Field,AV,breeding,within,45 min,0.0625,during,NonPred,both,A,16,16,8,8,40,123,Behaviour,ParentalCare,Provisioning,PropChangeProvisioningRate (off ground nests),-1,1,-8.4794,-11.5764,-5.3823,2.49872,"fig 3, means and se",-0.0319,0.0481,,-0.9148,0.028,,,,,,,,,,,,,,,,,,,,,,,
y,221,JDAT,Parejo,2012,Little owl,Athene noctua,NS,,,NS,,Field,A,breeding,among,15 days,15,after,Blank,both,A,20,20,10,10,44,125,Behaviour,AntiPredator,Avoidance,ProbOccupancy,1,-1,1.2405,0.2834,2.1976,0.238471,Fig2a,0.099,0.1006,,0.5988,0.1611,,,,,,,,,,,,,,,,,,,,,,,Source of Predation Cues not specified
y,221,JDAT,Parejo,2012,Little owl,Athene noctua,NS,,,NS,,Field,A,breeding,among,15 days,15,after,NonPred,both,A,20,20,10,10,44,125,Behaviour,AntiPredator,Avoidance,ProbOccupancy,1,-1,0.2012,-0.6776,1.0799,0.201012,Fig2a,0.4982,0.1721,,0.5988,0.1611,,,,,,,,,,,,,,,,,,,,,,,Source of Predation Cues not specified
y,221,JDAT,Parejo,2012,Little owl,Athene noctua,NS,,,NS,,Field,A,breeding,among,15 days,15,after,Blank,both,A,8,8,7,1,44,126,LifeHistory,reproduction,ClutchSize,ClutchSize,-1,1,-0.5876,-2.7026,1.5274,1.164435,Fig2b,4,0,,3.5734,0.2964,,,,,,,,,,,,,,,,,,,,,,,"Only one value for Control, Source of Predation Cues not specified"
y,221,JDAT,Parejo,2012,Little owl,Athene noctua,NS,,,NS,,Field,A,breeding,among,15 days,15,after,NonPred,both,A,14,14,7,6,44,126,LifeHistory,reproduction,ClutchSize,ClutchSize,-1,1,-1.7673,-3.052,-0.4826,0.429656,Fig2b,4.831,0.3103,,3.5734,0.2964,,,,,,,,,,,,,,,,,,,,,,,Source of Predation Cues not specified
y,221,JDAT,Parejo,2012,Scops owl,Otus scops,NS,,,NS,,Field,A,breeding,among,15 days,15,after,Blank,both,A,8,8,4,4,44,127,LifeHistory,Phenology,LayDate,EarliestLayingDate,1,1,2.3248,0.5308,4.1187,0.837782,Fig3,146.2099,1.8415,,156.4882,3.1049,,,,,,,,,,,,,,,,,,,,,,,Source of Predation Cues not specified
y,221,JDAT,Parejo,2012,Scops owl,Otus scops,NS,,,NS,,Field,A,breeding,among,15 days,15,after,NonPred,both,A,8,8,4,4,44,127,LifeHistory,Phenology,LayDate,EarliestLayingDate,1,1,1.925,0.2486,3.6015,0.73161,Fig 3,147.7088,2.0557,,156.4882,3.1049,,,,,,,,,,,,,,,,,,,,,,,Source of Predation Cues not specified
y,106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,A,Field,A,breeding,among,10 sec,0.000231481,after,NonPred,both,A,12,12,7,5,45,128,Behaviour,AntiPredator,Vigilance,PercentTimeSpendAlert,1,1,1.17032,0.3685,3.0379,0.4637,"mean gain + SD extracted from figure 2a, small patch",0.8,,10.08859,28.9334,,19.66957,,,,,,,,,,,,,,,,,,,,,,
y,106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,A,Field,A,breeding,among,10 sec,0.000231481,after,NonPred,both,A,12,12,5,7,45,128,Behaviour,AntiPredator,Vigilance,PercentTimeSpendAlert,1,1,0.9026,-0.3005,2.1057,0.3768,"mean gain + SD extracted from figure 2a, large patch center",-6.2667,,15.5938,10,,21.1493,,,,,,,,,,,,,,,,,,,,,,
y,106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,A,Field,A,breeding,among,10 sec,0.000231481,after,NonPred,both,A,12,12,6,6,45,128,Behaviour,AntiPredator,Vigilance,PercentTimeSpendAlert,1,1,1.5117,0.2286,2.7947,0.4285,"mean gain + SD extracted from figure 2a, large patch edge",-2.8,,16.41126,24.666,,19.77192,,,,,,,,,,,,,,,,,,,,,,
y,106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,A,Field,A,breeding,among,10 sec,0.000231481,after,NonPred,both,A,12,12,7,5,45,128,Behaviour,AntiPredator,Vigilance,ScanningFrequency,1,1,1.0043,-0.2116,2.2202,0.3849,"mean gain + SD extracted from figure 2b, small patch",-0.00269,,0.259724,0.214765,,0.18212,,,,,,,,,,,,,,,,,,,,,,
y,106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,A,Field,A,breeding,among,10 sec,0.000231481,after,NonPred,both,A,12,12,5,7,45,128,Behaviour,AntiPredator,Vigilance,ScanningFrequency,1,1,0.4624,-0.7001,1.6248,0.3518,"mean gain + SD extracted from figure 2b, large patch center",-0.0396,,0.18598,0.051678,,0.213425,,,,,,,,,,,,,,,,,,,,,,
y,106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,A,Field,A,breeding,among,10 sec,0.000231481,after,NonPred,both,A,12,12,6,6,45,128,Behaviour,AntiPredator,Vigilance,ScanningFrequency,1,1,-0.0201,-1.1517,1.1115,0.3334,"mean gain + SD extracted from figure 2b, large patch edge",-0.01409,,0.217407,-0.01812,,0.182025,,,,,,,,,,,,,,,,,,,,,,
y,106,JDAT,Morrison,2011,Cherrie's tanager,Ramphocelus costaricensis,N,Barred Forest-falcon,Micrastur rufficolis,Bird,A,Field,A,breeding,among,10 sec,0.000231481,after,NonPred,both,A,36,36,18,18,45,129,Behaviour,AntiPredator,Avoidance,LatencyToFlee,1,-1,-0.4272,-1.0879,0.2335,0.113646,means and se. in text,50.9,16.6,,27.5,8.8,,,,,,,,,,,,,,,,,6.66,,,,,0.02,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,F,A,50,50,50,50,47,131,Behaviour,AntiPredator,Avoidance,Preference for risky nestbox,1,-1,-1.1426,-1.7036,-0.5816,0.081925,Fig1,0.52,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,disturbance,F,A,50,50,50,50,47,131,Behaviour,AntiPredator,Avoidance,Preference for risky nestbox,1,-1,-0.7813,-1.3492,-0.2134,0.083955,Fig1,0.36,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,both,E,46,48,24,24,47,132,LifeHistory,Phenology,DevelopmentalTime,Duration of Nestling phase,1,1,0.4757,-0.1104,1.0617,0.0894,"Results Section, means and s.d.",15.5,,1.1,16,,1,,,,,,,,,,,,,,,,,,,,,0.33,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,F,A,46,46,23,23,47,133,LifeHistory,reproduction,Nestlings,NNestlings,-1,1,0.2531,-0.3272,0.8334,0.0877,"Results Section, means and s.d.",5.91,,1.16,6.19,,1.05,,,,,,,,,,,,,,,,,,,,,0.822,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,both,N,46,46,23,23,47,133,LifeHistory,reproduction,Nestlings,NestlingBodyMass,-1,1,0.4889,-0.0976,1.0754,0.0896,"Results Section, means and s.d.",13.1,,1.1,13.8,,1.7,,,,,,,,,,,,,,,,,,,,,0.122,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,F,A,46,46,23,23,47,133,LifeHistory,Phenology,DevelopmentalTime,DurationOfLaying+Incubation,1,1,0.7362,0.139,1.3334,0.0928,"Results Section, means and s.d.",20,,1.2,21,,1.5,,,,,,,,,,,,,,,,,,,,,0.032,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,F,A,46,46,23,23,47,133,LifeHistory,reproduction,EggSize,Mean Egg mass,-1,1,0.1589,-0.42,0.7377,0.0872,"Results Section, means and s.d.",1.63,,0.14,1.65,,0.11,,,,,,,,,,,,,,,,,,,,,0.51,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,F,A,46,46,23,23,47,133,LifeHistory,reproduction,ClutchSize,ClutchSize,-1,1,0.8076,0.2066,1.4087,0.094,"Results Section, means and s.d.",6.4,,0.81,7.1,,0.92,,,,,,,,,,,,,,,,,,,,,0.1,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,M,A,48,48,24,24,47,134,LifeHistory,Phenology,LayDate,nest initiation date,1,1,-0.9873,-1.5865,-0.388,0.0935,"caption for Figure 2, means and s.d.",23.1,,4,19.2,,3.9,,,,,,,,,,,,,,,,,,,,,0.001,
y,339,JDAT,Monkkonen,2009,Pied flycatcher,Ficedula hypoleuca,N,Least Weasel,Mustela nivalis,Mammal,N,Field,OV,breeding,within,24 days,24,after,Blank,F,A,46,46,23,23,47,134,LifeHistory,Phenology,LayDate,clutch iinitiation date,1,1,-0.9987,-1.6116,-0.3858,0.0978,"caption for Figure 2, means and s.d.",30.7,,4.7,26.8,,2.9,,,,,,,,,,,,,,,,,,,,,0.001,
y,16,JDAT,Moks,2014,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Field,V,breeding,within,15 min,0.020833333,after,Blank,both,A,24,48,24,24,48,135,Behaviour,ParentalCare,Provisioning,MeanProvisioningRate,-1,1,0.0451,-0.5208,0.6109,0.083354,"Results, means and s.e.",9.2,1.9,,9.6,1.8,,,,,,,,,,,,,,,,,0.2,,,,,0.06,
y,16,JDAT,Moks,2014,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Field,V,breeding,within,15 min,0.020833333,after,Blank,M,A,24,48,24,24,48,136,Behaviour,ParentalCare,Incubation,time spent brooding/tending to nest,-1,1,0.1908,-0.3762,0.7579,0.083713,means and se from figure 2,14.2703,3.8919,,17.2973,2.5946,,,,,,,,,,,,,,,,,,,,,,,
y,16,JDAT,Moks,2014,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Field,V,breeding,within,15 min,0.020833333,after,Blank,F,A,24,48,24,24,48,137,Behaviour,ParentalCare,Incubation,time spent brooding/tending to nest,-1,1,-0.6298,-1.2095,-0.0502,0.087466,means and se from figure 2,332.973,60.9729,,179.4595,38.054,,,,,,,,,,,,,,,,,,,,,,,
y,280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Skua,Stercorarius skua,Bird,N,Field,A,breeding,within,7 days,7,after,Blank,both,A,7,21,7,7,49,138,Behaviour,CostlyBehaviours,Courtship,NChatter-call - mate attraction,-1,1,0.2904,-0.7627,1.3436,0.288727,Fig6,24.6941,1.8069,,26.0421,1.9789,,,,,,,,,,,,,,,,,,,,,,,"N not given, ES calculated with number of nights surveyed as a proxy of N"
y,280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Skua,Stercorarius skua,Bird,N,Field,A,breeding,within,7 days,7,during,NonPred,both,A,7,21,7,7,49,138,Behaviour,CostlyBehaviours,Courtship,NChatter-call - mate attraction,-1,1,-0.0654,-1.1134,0.9825,0.285867,Fig6,24.6941,1.8069,,26.1855,2.1223,,,,,,,,,,,,,,,,,,,,,,,"N not given, ES calculated with number of nights surveyed as a proxy of N"
y,280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Black-backed Gull,Larus marinus,Bird,N,Field,A,breeding,within,7 days,7,after,Blank,both,A,7,21,7,7,49,138,Behaviour,CostlyBehaviours,Courtship,NChatter-call - mate attraction,-1,1,-0.2445,-1.2961,0.807,0.287849,Fig6,26.408,2.0977,,25.3448,1.3793,,,,,,,,,,,,,,,,,,,,,,,"N not given, ES calculated with number of nights surveyed as a proxy of N"
y,280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Black-backed Gull,Larus marinus,Bird,N,Field,A,breeding,within,7 days,7,during,NonPred,both,A,7,21,7,7,49,138,Behaviour,CostlyBehaviours,Courtship,NChatter-call - mate attraction,-1,1,-0.0872,-1.1354,0.9609,0.285986,Fig6,26.408,2.0977,,27.7586,1.6379,,,,,,,,,,,,,,,,,,,,,,,"N not given, ES calculated with number of nights surveyed as a proxy of N"
y,280,JDAT,Miles,2013,Leach's storm-petrel,Oceanodroma leucorhoa,N,Great Skua,Stercorarius skua,Bird,N,Field,V,breeding,among,10 days,10,after,Blank,both,A,10,80,5,5,50,139,Behaviour,AntiPredator,Avoidance,PresencePerNight - number of petrels caught,1,-1,-0.0711,-1.3111,1.1688,0.400253,Results section,7.8,2.99,,7.4,2.62,,,,,,,,,,,,,,,,,,,0.085,,,0.77,"N not given, ES calculated with number of nights surveyed as a proxy of N"
y,3,JDAT,Mathot,2015,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Field,AV,non-breeding,within,30 days,30,after,Blank,both,A,65,530,60,65,51,140,Behaviour,Intake,Foraging,LatencyResume,-1,-1,1.0052,0.6328,1.3776,0.0361,Supplementary Table 1,7385.39,,5006.75,12642.51,,5461.79,,,,,,,,,,,,,,,,,,,,,,Measure of latency after started the experiment. Could be during the process. Information from same individuals and across different individuals
y,1,JDAT,Mathot,2016,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Field,A,non-breeding,within,3 weeks,21,after,NonPred,both,A,31,114,26,31,52,141,Physiology,Condition,Mass,MassChange,-1,1,-0.2927,-0.8167,0.2313,0.071471,Fig3,-0.017241,0.133769,,-0.17063,0.065993,,,,,,,,,,,,,,,,,,,,,,,
y,186,JDAT,Lind,2005,Great tit,Parus major,N,Eurasian pygmy owl,Glaucidium passerinum,Bird,A,Lab,V,non-breeding,within,1 min,0.001388889,after,NonPred,both,A,20,40,20,20,54,144,Behaviour,AntiPredator,Mobbing,NMobbingCalls,1,1,1.454,0.7571,2.1509,0.126427,Results Section,0,0.102040816,,9.5,2.117346939,,,,,,,,,,,,,,,,3.7,,,,,,<0.001,
y,186,JDAT,Lind,2005,Great tit,Parus major,N,Eurasian pygmy owl,Glaucidium passerinum,Bird,A,Lab,V,non-breeding,within,1 min,0.001388889,after,NonPred,both,A,20,40,20,20,54,145,Behaviour,Intake,Foraging,LatencyResumefeeding,-1,-1,0.5898,-0.0433,1.2229,0.104348,Results Section,102.5,70.86734694,,271,59.74489796,,,,,,,,,,,,,,,,2.5,,,,,,0.01,
Shinichi,396,JDAT/KJM,Kullberg,2002,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Lab,V,non-breeding,within,5 min,0.006944444,during,NonPred,both,A,30,60,30,30,57,149,Behaviour,CostlyBehaviours,Activity,number of movements,-1,1,,,,,"figure3d, has median and quartile",,,,,,,16.01408451,12.04225352,21.04225352,10.01408451,5.915492958,13.05633803,,,,,,,,,,,,,,54.5,0.01,treatment<control
Shinichi,396,JDAT/KJM,Kullberg,2002,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Lab,V,non-breeding,within,5 min,0.006944444,during,NonPred,both,A,30,60,30,30,57,150,Behaviour,AntiPredator,Mobbing,number of warning calls,1,1,,,,,"figure3e, has median and quartile",,,,,,,0.045627376,0.045627376,0.980988593,5.064638783,2.988593156,10.01520913,,,,,,,,,,,,,,27.5,<0.001,treatment>control
Shinichi,396,JDAT/KJM,Kullberg,2002,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Lab,V,non-breeding,within,5 min,0.006944444,during,NonPred,both,A,30,60,30,30,57,151,Behaviour,Intake,Foraging,latency to feed,-1,-1,,,,,"figure3f, has median and quartile",,,,,,,79.68476357,67.42556918,154.4658494,600,600,600,,,,,,,,,,,,,,19,<0.001,treatment>control
y,396,JDAT/KJM,Kullberg,2002,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Lab,V,non-breeding,within,5 min,0.006944444,during,NonPred,both,A,30,60,30,30,57,151b,Behaviour,AntiPredator,Avoidance,proportion of birds freezing,1,1,2.487,1.0996,3.8743,0.501038,"figure 5, extract proportions",0.066666667,,,0.866666667,,,,,,,,,,,,,,,,,,,,,,,<0.001,Condition: Wild birds - raised in the wild. Note- figure two is count of bird data. Use Figure 5 as it gives individual level data.
y,268,JDAT,Krams,2010,Pied flycatcher,Ficedula hypoleuca,N,Tawny Owl,Strix aluco,Bird,A,Field,V,breeding,among,10 min,0.013888889,during,NonPred,both,A,28,56,15,13,57,152,Behaviour,AntiPredator,Mobbing,MobIntensity,1,1,-0.1557,-0.8995,0.5881,0.144023,Result section,2.4,0.13,,2.33,0.12,,,,,,,,,,,,,,,,,,,,,105,0.709,
y,268,JDAT,Krams,2010,Pied flycatcher,Ficedula hypoleuca,N,Tawny Owl,Strix aluco,Bird,A,Field,V,breeding,among,10 min,0.013888889,during,NonPred,both,A,28,56,15,13,57,152,Behaviour,AntiPredator,Mobbing,MinDistance (nest owner),1,-1,-0.2527,-0.9983,0.4929,0.14473,Fig1,2.0107,0.3593,,1.6622,0.3968,,,,,,,,,,,,,,,,,,,,,,,
y,268,JDAT,Krams,2010,Pied flycatcher,Ficedula hypoleuca,N,Tawny Owl,Strix aluco,Bird,A,Field,V,breeding,among,10 min,0.013888889,during,NonPred,both,A,28,56,15,13,58,153,Behaviour,AntiPredator,Mobbing,MinDistance (neighbour),1,-1,-0.4968,-1.2508,0.2572,0.147996,Fig1,4.1609,0.8632,,2.6542,0.8203,,,,,,,,,,,,,,,,,,,,,,,
y,268,JDAT,Krams,2010,Pied flycatcher,Ficedula hypoleuca,N,Tawny Owl,Strix aluco,Bird,A,Field,V,breeding,among,10 min,0.013888889,during,NonPred,both,A,28,56,15,13,58,153,Behaviour,AntiPredator,Mobbing,NMobsAttended (by neighbours) - convert to proportion,1,1,1.7607,-0.1296,3.651,0.930141,Fig2,0.615384615,,,0.975,,,,,,,,,,,,,,,,,,,,,,,,
y,268,JDAT,Krams,2010,Pied flycatcher,Ficedula hypoleuca,N,Tawny Owl,Strix aluco,Bird,A,Field,V,breeding,among,10 min,0.013888889,during,NonPred,both,A,28,56,15,13,58,153,Behaviour,AntiPredator,Mobbing,MobIntensity,1,1,1.0959,0.2997,1.8921,0.165035,Result section,1.38,0.14,,1.85,0.1,,,,,,,,,,,,,,,,,,,,,45.5,0.018,
y,268,JDAT,Krams,2010,Pied flycatcher,Ficedula hypoleuca,N,Tawny Owl,Strix aluco,Bird,A,Field,V,breeding,among,10 min,0.013888889,during,NonPred,both,A,28,56,15,13,58,153,Behaviour,AntiPredator,Mobbing,TimeAttendMob,1,-1,0.079,-0.664,0.822,0.143701,Result section,51.3,4.7,,53,6.72,,,,,,,,,,,,,,,,,0.4,,,,,0.84,
y,268,JDAT,Krams,2010,Pied flycatcher,Ficedula hypoleuca,N,Tawny Owl,Strix aluco,Bird,A,Field,V,breeding,among,10 min,0.013888889,during,NonPred,both,A,28,56,15,13,58,153,Behaviour,AntiPredator,Mobbing,AttendMob(Reciprocity) convert to proportino,1,1,1.37,0.1419,2.5981,0.39262,Result section,0.25,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,
y,193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,N,Field,V,breeding,within,90 min,0.125,during,NonPred,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,Latency to resume incubation,-1,-1,1.0221,0.2047,1.8396,0.173938,Fig1a,9.8862,1.3701,,18.1282,2.9932,,,,,,,,,,,,,,,,,,,,,,,
y,193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,N,Field,V,breeding,within,90 min,0.125,during,NonPred,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,number of off bouts per hour during incubation,-1,-1,-0.9344,-1.744,-0.1248,0.170637,Fig1b,2.243,0.2608,,1.5114,0.1848,,,,,,,,,,,,,,,,,,,,,,,
y,193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,N,Field,V,breeding,within,90 min,0.125,during,blank,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,number of off bouts per hour during incubation,-1,-1,-1.0119,-1.8284,-0.1954,0.173538,Fig1b,2.2532,0.2354,,1.5114,0.1848,,,,,,,,,,,,,,,,,,,,,,,
y,193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,N,Field,V,breeding,within,90 min,0.125,during,NonPred,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,mean incubation bout duration,-1,1,0.4916,-0.2887,1.2718,0.158493,Fig2a,22.3381,5.2145,,30.3785,4.1715,,,,,,,,,,,,,,,,,,,,,,,
y,193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,N,Field,V,breeding,within,90 min,0.125,during,blank,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,mean incubation bout duration,-1,1,0.3525,-0.4222,1.1272,0.156236,Fig2a,25.7696,3.3305,,30.3785,4.1715,,,,,,,,,,,,,,,,,,,,,,,
y,193,JDAT,Kovarik,2011,Meadow pipit,Anthus pratensis,N,Eurasian Magpie,Pica pica,Bird,N,Field,V,breeding,within,90 min,0.125,during,NonPred,F,A,13,26,13,13,59,154,Behaviour,ParentalCare,Incubation,mean duration of off nest bouts,-1,-1,0.6088,-0.1775,1.3952,0.160975,Fig2b,6.2591,0.6808,,8.1084,1.0364,,,,,,,,,,,,,,,,,,,,,,,
